Data/Hora,Chuva Horária (mm),Nível adotado (cm),,,,,,,,,,,,,,,,,,
2/6/2024 6:45,0,448,,,,,,,,,,,,,,,,,,
2/6/2024 6:30,0,449,,,,,,,,,,,,,,,,,,
2/6/2024 6:15,0,449,,,,,,,,,,,,,,,,,,
2/6/2024 6:00,0,449,,,,,,,,,,,,,,,,,,
2/6/2024 5:45,0,449,,,,,,,,,,,,,,,,,,
2/6/2024 5:30,0,449,,,,,,,,,,,,,,,,,,
2/6/2024 5:15,0,449,,,,,,,,,,,,,,,,,,
2/6/2024 5:00,0,449,,,,,,,,,,,,,,,,,,
2/6/2024 4:45,0,450,,,,,,,,,,,,,,,,,,
2/6/2024 4:30,0,450,,,,,,,,,,,,,,,,,,
2/6/2024 4:15,0,450,,,,,,,,,,,,,,,,,,
2/6/2024 4:00,0,450,,,,,,,,,,,,,,,,,,
2/6/2024 3:45,0,450,,,,,,,,,,,,,,,,,,
2/6/2024 3:30,0,450,,,,,,,,,,,,,,,,,,
2/6/2024 3:15,0,450,,,,,,,,,,,,,,,,,,
2/6/2024 3:00,0,451,,,,,,,,,,,,,,,,,,
2/6/2024 2:45,0,451,,,,,,,,,,,,,,,,,,
2/6/2024 2:30,0,451,,,,,,,,,,,,,,,,,,
2/6/2024 2:15,0,451,,,,,,,,,,,,,,,,,,
2/6/2024 2:00,0,452,,,,,,,,,,,,,,,,,,
2/6/2024 1:45,0,451,,,,,,,,,,,,,,,,,,
2/6/2024 1:30,0,452,,,,,,,,,,,,,,,,,,
2/6/2024 1:15,0,452,,,,,,,,,,,,,,,,,,
2/6/2024 1:00,0,452,,,,,,,,,,,,,,,,,,
2/6/2024 0:45,0,452,,,,,,,,,,,,,,,,,,
2/6/2024 0:30,0,452,,,,,,,,,,,,,,,,,,
2/6/2024 0:15,0,452,,,,,,,,,,,,,,,,,,
2/6/2024 0:00,0,453,,,,,,,,,,,,,,,,,,
1/6/2024 23:45,0,453,,,,,,,,,,,,,,,,,,
1/6/2024 23:30,0,453,,,,,,,,,,,,,,,,,,
1/6/2024 23:15,0,453,,,,,,,,,,,,,,,,,,
1/6/2024 23:00,0,453,,,,,,,,,,,,,,,,,,
1/6/2024 22:45,0,453,,,,,,,,,,,,,,,,,,
1/6/2024 22:30,0,454,,,,,,,,,,,,,,,,,,
1/6/2024 22:15,0,454,,,,,,,,,,,,,,,,,,
1/6/2024 22:00,0,454,,,,,,,,,,,,,,,,,,
1/6/2024 21:45,0,454,,,,,,,,,,,,,,,,,,
1/6/2024 21:30,0,454,,,,,,,,,,,,,,,,,,
1/6/2024 21:15,0,454,,,,,,,,,,,,,,,,,,
1/6/2024 21:00,0,454,,,,,,,,,,,,,,,,,,
1/6/2024 20:45,0,455,,,,,,,,,,,,,,,,,,
1/6/2024 20:30,0,455,,,,,,,,,,,,,,,,,,
1/6/2024 20:15,0,455,,,,,,,,,,,,,,,,,,
1/6/2024 20:00,0,455,,,,,,,,,,,,,,,,,,
1/6/2024 19:45,0,455,,,,,,,,,,,,,,,,,,
1/6/2024 19:30,0,455,,,,,,,,,,,,,,,,,,
1/6/2024 19:15,0,455,,,,,,,,,,,,,,,,,,
1/6/2024 19:00,0,455,,,,,,,,,,,,,,,,,,
1/6/2024 18:45,0,455,,,,,,,,,,,,,,,,,,
1/6/2024 18:30,0,456,,,,,,,,,,,,,,,,,,
1/6/2024 18:15,0,456,,,,,,,,,,,,,,,,,,
1/6/2024 18:00,0,456,,,,,,,,,,,,,,,,,,
1/6/2024 17:45,0,456,,,,,,,,,,,,,,,,,,
1/6/2024 17:30,0,456,,,,,,,,,,,,,,,,,,
1/6/2024 17:15,0,456,,,,,,,,,,,,,,,,,,
1/6/2024 17:00,0,456,,,,,,,,,,,,,,,,,,
1/6/2024 16:45,0,457,,,,,,,,,,,,,,,,,,
1/6/2024 16:30,0,457,,,,,,,,,,,,,,,,,,
1/6/2024 16:15,0,457,,,,,,,,,,,,,,,,,,
1/6/2024 16:00,0,457,,,,,,,,,,,,,,,,,,
1/6/2024 15:45,0,457,,,,,,,,,,,,,,,,,,
1/6/2024 15:30,0,457,,,,,,,,,,,,,,,,,,
1/6/2024 15:15,0,457,,,,,,,,,,,,,,,,,,
1/6/2024 15:00,0,458,,,,,,,,,,,,,,,,,,
1/6/2024 14:45,0,458,,,,,,,,,,,,,,,,,,
1/6/2024 14:30,0,458,,,,,,,,,,,,,,,,,,
1/6/2024 14:15,0,458,,,,,,,,,,,,,,,,,,
1/6/2024 14:00,0,458,,,,,,,,,,,,,,,,,,
1/6/2024 13:45,0,458,,,,,,,,,,,,,,,,,,
1/6/2024 13:30,0,458,,,,,,,,,,,,,,,,,,
1/6/2024 13:15,0,458,,,,,,,,,,,,,,,,,,
1/6/2024 13:00,0,459,,,,,,,,,,,,,,,,,,
1/6/2024 12:45,0,459,,,,,,,,,,,,,,,,,,
1/6/2024 12:30,0,459,,,,,,,,,,,,,,,,,,
1/6/2024 12:15,0,459,,,,,,,,,,,,,,,,,,
1/6/2024 12:00,0,459,,,,,,,,,,,,,,,,,,
1/6/2024 11:45,0,459,,,,,,,,,,,,,,,,,,
1/6/2024 11:30,0,459,,,,,,,,,,,,,,,,,,
1/6/2024 11:15,0,460,,,,,,,,,,,,,,,,,,
1/6/2024 11:00,0,460,,,,,,,,,,,,,,,,,,
1/6/2024 10:45,0,460,,,,,,,,,,,,,,,,,,
1/6/2024 10:30,0,460,,,,,,,,,,,,,,,,,,
1/6/2024 10:15,0,460,,,,,,,,,,,,,,,,,,
1/6/2024 10:00,0,460,,,,,,,,,,,,,,,,,,
1/6/2024 9:45,0,460,,,,,,,,,,,,,,,,,,
1/6/2024 9:30,0,460,,,,,,,,,,,,,,,,,,
1/6/2024 9:15,0,460,,,,,,,,,,,,,,,,,,
1/6/2024 9:00,0,461,,,,,,,,,,,,,,,,,,
1/6/2024 8:45,0,461,,,,,,,,,,,,,,,,,,
1/6/2024 8:30,0,461,,,,,,,,,,,,,,,,,,
1/6/2024 8:15,0,461,,,,,,,,,,,,,,,,,,
1/6/2024 8:00,0.2,461,,,,,,,,,,,,,,,,,,
1/6/2024 7:45,0,461,,,,,,,,,,,,,,,,,,
1/6/2024 7:30,0,461,,,,,,,,,,,,,,,,,,
1/6/2024 7:15,0,461,,,,,,,,,,,,,,,,,,
1/6/2024 7:00,0,462,,,,,,,,,,,,,,,,,,
1/6/2024 6:45,0,462,,,,,,,,,,,,,,,,,,
1/6/2024 6:30,0,462,,,,,,,,,,,,,,,,,,
1/6/2024 6:15,0,462,,,,,,,,,,,,,,,,,,
1/6/2024 6:00,0,462,,,,,,,,,,,,,,,,,,
1/6/2024 5:45,0,462,,,,,,,,,,,,,,,,,,
1/6/2024 5:30,0,463,,,,,,,,,,,,,,,,,,
1/6/2024 5:15,0,463,,,,,,,,,,,,,,,,,,
1/6/2024 5:00,0,463,,,,,,,,,,,,,,,,,,
1/6/2024 4:45,0,463,,,,,,,,,,,,,,,,,,
1/6/2024 4:30,0,463,,,,,,,,,,,,,,,,,,
1/6/2024 4:15,0,463,,,,,,,,,,,,,,,,,,
1/6/2024 4:00,0,463,,,,,,,,,,,,,,,,,,
1/6/2024 3:45,0,463,,,,,,,,,,,,,,,,,,
1/6/2024 3:30,0,464,,,,,,,,,,,,,,,,,,
1/6/2024 3:15,0,464,,,,,,,,,,,,,,,,,,
1/6/2024 3:00,0,464,,,,,,,,,,,,,,,,,,
1/6/2024 2:45,0,464,,,,,,,,,,,,,,,,,,
1/6/2024 2:30,0,464,,,,,,,,,,,,,,,,,,
1/6/2024 2:15,0,465,,,,,,,,,,,,,,,,,,
1/6/2024 2:00,0,465,,,,,,,,,,,,,,,,,,
1/6/2024 1:45,0.2,465,,,,,,,,,,,,,,,,,,
1/6/2024 1:30,0,465,,,,,,,,,,,,,,,,,,
1/6/2024 1:15,0,465,,,,,,,,,,,,,,,,,,
1/6/2024 1:00,0,465,,,,,,,,,,,,,,,,,,
1/6/2024 0:45,0,465,,,,,,,,,,,,,,,,,,
1/6/2024 0:30,0,466,,,,,,,,,,,,,,,,,,
1/6/2024 0:15,0,466,,,,,,,,,,,,,,,,,,
1/6/2024 0:00,0,466,,,,,,,,,,,,,,,,,,
31/05/2024 23:45:00,0,466,,,,,,,,,,,,,,,,,,
31/05/2024 23:30:00,0,466,,,,,,,,,,,,,,,,,,
31/05/2024 23:15:00,0,466,,,,,,,,,,,,,,,,,,
31/05/2024 23:00:00,0,466,,,,,,,,,,,,,,,,,,
31/05/2024 22:45:00,0,466,,,,,,,,,,,,,,,,,,
31/05/2024 22:30:00,0,467,,,,,,,,,,,,,,,,,,
31/05/2024 22:15:00,0,467,,,,,,,,,,,,,,,,,,
31/05/2024 22:00:00,0,467,,,,,,,,,,,,,,,,,,
31/05/2024 21:45:00,0,467,,,,,,,,,,,,,,,,,,
31/05/2024 21:30:00,0,467,,,,,,,,,,,,,,,,,,
31/05/2024 21:15:00,0,467,,,,,,,,,,,,,,,,,,
31/05/2024 21:00:00,0,467,,,,,,,,,,,,,,,,,,
31/05/2024 20:45:00,0,468,,,,,,,,,,,,,,,,,,
31/05/2024 20:30:00,0,468,,,,,,,,,,,,,,,,,,
31/05/2024 20:15:00,0,468,,,,,,,,,,,,,,,,,,
31/05/2024 20:00:00,0,468,,,,,,,,,,,,,,,,,,
31/05/2024 19:45:00,0,468,,,,,,,,,,,,,,,,,,
31/05/2024 19:30:00,0,468,,,,,,,,,,,,,,,,,,
31/05/2024 19:15:00,0,468,,,,,,,,,,,,,,,,,,
31/05/2024 19:00:00,0,468,,,,,,,,,,,,,,,,,,
31/05/2024 18:45:00,0,469,,,,,,,,,,,,,,,,,,
31/05/2024 18:30:00,0,469,,,,,,,,,,,,,,,,,,
31/05/2024 18:15:00,0,469,,,,,,,,,,,,,,,,,,
31/05/2024 18:00:00,0,469,,,,,,,,,,,,,,,,,,
