Qualidade dos Dados:      Aprovado         Suspeito         Reprovado         Fora do Limite         N√£o Verificado              R√©gua Seca         R√©gua Coberta         Rio Seco         Rio Cortado        Temperatura Interna / Status da Bateria:        Normal           Aten√ß√£o           Cr√≠tico         N√£o Verificado,,,,,
Esta√ß√£o: 5 - 87450004 - CAIS MAUA,,,,,
Data/Hora,Chuva Hor·ria (mm),NÌvel adotado (cm),Vaz„o (m≥/s),Bateria (V),Temp. Interna (∫C)
25/04/2024 16:30:00,0,112,,13.6,26.8
25/04/2024 16:15:00,0,112,,13.6,26.8
25/04/2024 16:00:00,0,112,,13.6,26.8
25/04/2024 15:45:00,0,112,,13.6,26.8
25/04/2024 15:30:00,0,112,,13.6,26.8
25/04/2024 15:15:00,0,112,,13.6,26.4
25/04/2024 15:00:00,0,112,,13.6,26.4
25/04/2024 14:45:00,0,112,,13.6,26.4
25/04/2024 14:30:00,0,112,,13.6,26.4
25/04/2024 14:15:00,0,111,,13.6,25.8
25/04/2024 14:00:00,0,112,,13.6,25.8
25/04/2024 13:45:00,0,112,,13.6,25.8
25/04/2024 13:30:00,0,113,,13.6,25.8
25/04/2024 13:15:00,0,112,,13.7,24.7
25/04/2024 13:00:00,0,113,,13.7,24.7
25/04/2024 12:45:00,0,113,,13.7,24.7
25/04/2024 12:30:00,0,113,,13.7,24.7
25/04/2024 12:15:00,0,113,,13.8,23
25/04/2024 12:00:00,0,113,,13.8,23
25/04/2024 11:45:00,0,113,,13.8,23
25/04/2024 11:30:00,0,113,,13.8,23
25/04/2024 11:15:00,0,113,,14.2,21.6
25/04/2024 11:00:00,0,112,,14.2,21.6
25/04/2024 10:45:00,0,113,,14.2,21.6
25/04/2024 10:30:00,0,113,,14.2,21.6
25/04/2024 10:15:00,0,114,,14.2,20.6
25/04/2024 10:00:00,0,114,,14.2,20.6
25/04/2024 09:45:00,0,114,,14.2,20.6
25/04/2024 09:30:00,0,114,,14.2,20.6
25/04/2024 09:15:00,0,114,,13.6,19.5
25/04/2024 09:00:00,0,113,,13.6,19.5
25/04/2024 08:45:00,0,114,,13.6,19.5
25/04/2024 08:30:00,0,114,,13.6,19.5
25/04/2024 08:15:00,0,114,,13,18.8
25/04/2024 08:00:00,0,114,,13,18.8
25/04/2024 07:45:00,0,114,,13,18.8
25/04/2024 07:30:00,0,114,,13,18.8
25/04/2024 07:15:00,0,114,,12.7,18.8
25/04/2024 07:00:00,0,114,,12.7,18.8
25/04/2024 06:45:00,0,114,,12.7,18.8
25/04/2024 06:30:00,0,114,,12.7,18.8
25/04/2024 06:15:00,0,115,,12.7,18.9
25/04/2024 06:00:00,0,115,,12.7,18.9
25/04/2024 05:45:00,0,115,,12.7,18.9
25/04/2024 05:30:00,0,115,,12.7,18.9
25/04/2024 05:15:00,0,115,,12.7,18.9
25/04/2024 05:00:00,0,116,,12.7,18.9
25/04/2024 04:45:00,0,116,,12.7,18.9
25/04/2024 04:30:00,0,116,,12.7,18.9
25/04/2024 04:15:00,0,117,,12.8,19
25/04/2024 04:00:00,0,117,,12.8,19
25/04/2024 03:45:00,0,117,,12.8,19
25/04/2024 03:30:00,0,118,,12.8,19
25/04/2024 03:15:00,0,118,,12.8,19.2
25/04/2024 03:00:00,0,118,,12.8,19.2
25/04/2024 02:45:00,0,119,,12.8,19.2
25/04/2024 02:30:00,0,119,,12.8,19.2
25/04/2024 02:15:00,0,120,,12.8,19.3
25/04/2024 02:00:00,0,120,,12.8,19.3
25/04/2024 01:45:00,0,120,,12.8,19.3
25/04/2024 01:30:00,0,120,,12.8,19.3
25/04/2024 01:15:00,0,120,,12.8,19.5
25/04/2024 01:00:00,0,121,,12.8,19.5
25/04/2024 00:45:00,0,121,,12.8,19.5
25/04/2024 00:30:00,0,122,,12.8,19.5
25/04/2024 00:15:00,0,122,,12.9,19.6
25/04/2024 00:00:00,0,123,,12.9,19.6
